group,id,course,semester,grade
4,615,Shamanism and Spiritual Practices,2,15.25
4,615,Shamanism and Spiritual Practices,2,16
4,615,Shamanism and Spiritual Practices,2,17
4,615,Shamanism and Spiritual Practices,2,14
4,615,Social Organization and Governance,2,12.5
4,615,Social Organization and Governance,2,13.5
4,615,Social Organization and Governance,2,11
4,615,Social Organization and Governance,2,7
4,615,Tribal Lore and Traditions,2,9
4,615,Tribal Lore and Traditions,2,10
4,615,Tribal Lore and Traditions,2,11.5
4,615,Tribal Lore and Traditions,2,11
4,615,Tribal Lore and Traditions,2,9.5
4,615,Tribal Lore and Traditions,2,10
4,615,Tribal Lore and Traditions,2,11
4,615,Warfare and Diplomacy,2,3.5
4,615,Warfare and Diplomacy,2,7.5
4,615,Warfare and Diplomacy,2,10.5
4,615,Warfare and Diplomacy,2,13
4,615,Warfare and Diplomacy,2,9.5
4,615,Warfare and Diplomacy,2,7
4,615,Warfare and Diplomacy,2,5
4,615,Warfare and Diplomacy,2,8
4,625,Art and Symbolism,1,8.5
4,625,Art and Symbolism,1,10.5
4,625,Art and Symbolism,1,10
4,625,Art and Symbolism,1,7
4,625,Art and Symbolism,1,0.5
4,625,Art and Symbolism,1,9.5
4,625,Art and Symbolism,1,6.5
4,625,Astronomy and Celestial Navigation,2,9.5
4,625,Astronomy and Celestial Navigation,2,6.5
4,625,Astronomy and Celestial Navigation,2,11
4,625,Astronomy and Celestial Navigation,2,9.5
4,625,Environmental Stewardship,1,6.5
4,625,Environmental Stewardship,1,7.75
4,625,Environmental Stewardship,1,9
4,625,Environmental Stewardship,1,12.25
4,625,Environmental Stewardship,1,8.25
4,625,Herbalism and Medicine,2,13
4,625,Herbalism and Medicine,2,14.5
4,625,Herbalism and Medicine,2,14
4,625,Herbalism and Medicine,2,14
4,625,Hunting and Gathering Skills,2,11.5
4,625,Hunting and Gathering Skills,2,10
4,625,Hunting and Gathering Skills,2,12
4,625,Hunting and Gathering Skills,2,16.5
4,625,Hunting and Gathering Skills,2,13
4,625,Hunting and Gathering Skills,2,14
4,625,Hunting and Gathering Skills,2,13
4,625,Hunting and Gathering Skills,2,14.5
4,625,Hunting and Gathering Skills,2,10.5
4,625,Language and Linguistics,2,11.75
4,625,Language and Linguistics,2,10.5
4,625,Shamanism and Spiritual Practices,2,14
4,625,Shamanism and Spiritual Practices,2,17.5
4,625,Shamanism and Spiritual Practices,2,14.25
4,625,Shamanism and Spiritual Practices,2,14.25
4,625,Shamanism and Spiritual Practices,2,14.75
4,625,Shamanism and Spiritual Practices,2,13.25
4,625,Shamanism and Spiritual Practices,2,16.5
4,625,Social Organization and Governance,2,11.5
4,625,Social Organization and Governance,2,18
4,625,Social Organization and Governance,2,9
4,625,Social Organization and Governance,2,6.5
4,625,Tribal Lore and Traditions,2,8
4,625,Tribal Lore and Traditions,2,9
4,625,Tribal Lore and Traditions,2,11
4,625,Tribal Lore and Traditions,2,10.5
4,625,Tribal Lore and Traditions,2,9.5
4,625,Tribal Lore and Traditions,2,9.5
4,625,Tribal Lore and Traditions,2,10.5
4,625,Warfare and Diplomacy,2,6.5
4,625,Warfare and Diplomacy,2,7
4,625,Warfare and Diplomacy,2,10
4,625,Warfare and Diplomacy,2,12.5
4,625,Warfare and Diplomacy,2,8.5
4,625,Warfare and Diplomacy,2,8
4,625,Warfare and Diplomacy,2,11.5
4,625,Warfare and Diplomacy,2,7
4,663,Art and Symbolism,1,9.5
4,663,Art and Symbolism,1,7
4,663,Art and Symbolism,1,6
4,663,Art and Symbolism,1,5.5
4,663,Art and Symbolism,1,9.5
4,663,Art and Symbolism,1,8
4,663,Art and Symbolism,1,7.5
4,663,Art and Symbolism,1,7
4,663,Astronomy and Celestial Navigation,2,8
4,663,Astronomy and Celestial Navigation,2,12
4,663,Astronomy and Celestial Navigation,2,11
4,663,Astronomy and Celestial Navigation,2,6.5
4,663,Environmental Stewardship,1,5
4,663,Environmental Stewardship,1,9.5
4,663,Environmental Stewardship,1,2.25
4,663,Environmental Stewardship,1,9
4,663,Environmental Stewardship,1,10
4,663,Herbalism and Medicine,2,14
4,663,Herbalism and Medicine,2,12
4,663,Herbalism and Medicine,2,12
4,663,Herbalism and Medicine,2,16
4,663,Hunting and Gathering Skills,2,8.5
4,663,Hunting and Gathering Skills,2,10
4,663,Hunting and Gathering Skills,2,11
4,663,Hunting and Gathering Skills,2,11.5
4,663,Hunting and Gathering Skills,2,15
4,663,Hunting and Gathering Skills,2,13
4,663,Hunting and Gathering Skills,2,10.5
4,663,Hunting and Gathering Skills,2,10.5
4,663,Hunting and Gathering Skills,2,10
4,663,Hunting and Gathering Skills,2,5.5
4,663,Language and Linguistics,2,11.75
4,663,Language and Linguistics,2,8.75
4,663,Language and Linguistics,2,10
4,663,Shamanism and Spiritual Practices,2,12.5
4,663,Shamanism and Spiritual Practices,2,14.5
4,663,Shamanism and Spiritual Practices,2,14.5
4,663,Shamanism and Spiritual Practices,2,12.5
4,663,Shamanism and Spiritual Practices,2,14
4,663,Shamanism and Spiritual Practices,2,14.5
4,663,Shamanism and Spiritual Practices,2,15
4,663,Social Organization and Governance,2,11
4,663,Social Organization and Governance,2,18
4,663,Social Organization and Governance,2,7.5
4,663,Social Organization and Governance,2,10.5
4,663,Tribal Lore and Traditions,2,11
4,663,Tribal Lore and Traditions,2,9
4,663,Tribal Lore and Traditions,2,10
4,663,Tribal Lore and Traditions,2,9
4,663,Tribal Lore and Traditions,2,11.5
4,663,Warfare and Diplomacy,2,8
4,663,Warfare and Diplomacy,2,9
4,663,Warfare and Diplomacy,2,8.5
4,663,Warfare and Diplomacy,2,8.5
4,663,Warfare and Diplomacy,2,7.5
4,663,Warfare and Diplomacy,2,10.5
4,663,Warfare and Diplomacy,2,11
4,663,Warfare and Diplomacy,2,7.5
4,667,Art and Symbolism,1,11.5
4,667,Art and Symbolism,1,12
4,667,Art and Symbolism,1,8.5
4,667,Art and Symbolism,1,6.5
4,667,Art and Symbolism,1,9
4,667,Art and Symbolism,1,9
4,667,Art and Symbolism,1,5
4,667,Art and Symbolism,1,3
4,667,Astronomy and Celestial Navigation,2,8
4,667,Astronomy and Celestial Navigation,2,12.5
4,667,Astronomy and Celestial Navigation,2,10
4,667,Astronomy and Celestial Navigation,2,8.5
4,667,Environmental Stewardship,1,5.75
4,667,Environmental Stewardship,1,4
4,667,Environmental Stewardship,1,7.5
4,667,Environmental Stewardship,1,2
4,667,Environmental Stewardship,1,9.25
4,667,Herbalism and Medicine,2,11
4,667,Herbalism and Medicine,2,12.5
4,667,Herbalism and Medicine,2,13.5
4,667,Herbalism and Medicine,2,12
4,667,Hunting and Gathering Skills,2,9
4,667,Hunting and Gathering Skills,2,9.5
4,667,Hunting and Gathering Skills,2,10.5
4,667,Hunting and Gathering Skills,2,11
4,667,Hunting and Gathering Skills,2,13
4,667,Hunting and Gathering Skills,2,12.5
4,667,Hunting and Gathering Skills,2,10
4,667,Hunting and Gathering Skills,2,9.5
4,667,Hunting and Gathering Skills,2,10
4,667,Hunting and Gathering Skills,2,13
4,667,Language and Linguistics,2,11.75
4,667,Language and Linguistics,2,11.75
4,667,Language and Linguistics,2,6.75
4,667,Shamanism and Spiritual Practices,2,13.5
4,667,Shamanism and Spiritual Practices,2,16.75
4,667,Shamanism and Spiritual Practices,2,14.75
4,667,Shamanism and Spiritual Practices,2,15.5
4,667,Shamanism and Spiritual Practices,2,13.25
4,667,Shamanism and Spiritual Practices,2,14.25
4,667,Social Organization and Governance,2,15.5
4,667,Social Organization and Governance,2,10.5
4,667,Social Organization and Governance,2,18
4,667,Social Organization and Governance,2,9.5
4,667,Tribal Lore and Traditions,2,10.5
4,667,Tribal Lore and Traditions,2,10.5
4,667,Tribal Lore and Traditions,2,7
4,667,Tribal Lore and Traditions,2,10.5
4,667,Tribal Lore and Traditions,2,8.5
4,667,Tribal Lore and Traditions,2,9.5
4,667,Tribal Lore and Traditions,2,11
4,667,Warfare and Diplomacy,2,11
4,667,Warfare and Diplomacy,2,10.5
4,667,Warfare and Diplomacy,2,9
4,667,Warfare and Diplomacy,2,11
4,667,Warfare and Diplomacy,2,9
4,667,Warfare and Diplomacy,2,6
4,667,Warfare and Diplomacy,2,7.5
4,667,Warfare and Diplomacy,2,9
4,686,Art and Symbolism,1,7
4,686,Art and Symbolism,1,5
4,686,Art and Symbolism,1,10
4,686,Art and Symbolism,1,9
4,686,Art and Symbolism,1,5
4,686,Art and Symbolism,1,8
4,686,Art and Symbolism,1,7.5
4,686,Astronomy and Celestial Navigation,2,9
4,686,Astronomy and Celestial Navigation,2,11
4,686,Astronomy and Celestial Navigation,2,8
4,686,Astronomy and Celestial Navigation,2,8.5
4,686,Environmental Stewardship,1,6.75
4,686,Environmental Stewardship,1,9.5
4,686,Environmental Stewardship,1,2.5
4,686,Environmental Stewardship,1,4
4,686,Environmental Stewardship,1,3.75
4,686,Herbalism and Medicine,2,12.5
4,686,Herbalism and Medicine,2,13
4,686,Herbalism and Medicine,2,13
4,686,Herbalism and Medicine,2,14
4,686,Hunting and Gathering Skills,2,14
4,686,Hunting and Gathering Skills,2,8
4,686,Hunting and Gathering Skills,2,9
4,686,Hunting and Gathering Skills,2,10.5
4,686,Hunting and Gathering Skills,2,10
4,686,Hunting and Gathering Skills,2,7.5
4,686,Hunting and Gathering Skills,2,13.5
4,686,Hunting and Gathering Skills,2,11
4,686,Hunting and Gathering Skills,2,17
4,686,Hunting and Gathering Skills,2,12.5
4,686,Language and Linguistics,2,9.25
4,686,Language and Linguistics,2,9.75
4,686,Language and Linguistics,2,9
4,686,Shamanism and Spiritual Practices,2,13.5
4,686,Shamanism and Spiritual Practices,2,15
4,686,Shamanism and Spiritual Practices,2,14
4,686,Shamanism and Spiritual Practices,2,14.25
4,686,Shamanism and Spiritual Practices,2,15
4,686,Shamanism and Spiritual Practices,2,14.25
4,686,Shamanism and Spiritual Practices,2,16
4,686,Social Organization and Governance,2,11.5
4,686,Social Organization and Governance,2,12
4,686,Social Organization and Governance,2,9.5
4,686,Tribal Lore and Traditions,2,9
4,686,Tribal Lore and Traditions,2,9.5
4,686,Tribal Lore and Traditions,2,9.5
4,686,Tribal Lore and Traditions,2,12
4,686,Tribal Lore and Traditions,2,10
4,686,Tribal Lore and Traditions,2,9
4,686,Tribal Lore and Traditions,2,10.5
4,686,Warfare and Diplomacy,2,11.5
4,686,Warfare and Diplomacy,2,10
4,686,Warfare and Diplomacy,2,13.5
4,686,Warfare and Diplomacy,2,13
4,686,Warfare and Diplomacy,2,8.5
4,686,Warfare and Diplomacy,2,8
4,686,Warfare and Diplomacy,2,12.5
4,686,Warfare and Diplomacy,2,10
4,693,Art and Symbolism,1,9.5
4,693,Art and Symbolism,1,7.5
4,693,Art and Symbolism,1,8.5
4,693,Art and Symbolism,1,3.5
4,693,Art and Symbolism,1,9.5
4,693,Art and Symbolism,1,7.5
4,693,Art and Symbolism,1,7
4,693,Art and Symbolism,1,8
4,693,Astronomy and Celestial Navigation,2,11
4,693,Astronomy and Celestial Navigation,2,9
4,693,Astronomy and Celestial Navigation,2,9.5
4,693,Astronomy and Celestial Navigation,2,8.5
4,693,Environmental Stewardship,1,7
4,693,Environmental Stewardship,1,5.75
4,693,Environmental Stewardship,1,8.75
4,693,Environmental Stewardship,1,9
4,693,Environmental Stewardship,1,7.75
4,693,Herbalism and Medicine,2,12
4,693,Herbalism and Medicine,2,15
4,693,Herbalism and Medicine,2,13.5
4,693,Herbalism and Medicine,2,12.5
4,693,Hunting and Gathering Skills,2,12
4,693,Hunting and Gathering Skills,2,7.5
4,693,Hunting and Gathering Skills,2,13.5
4,693,Hunting and Gathering Skills,2,18
4,693,Hunting and Gathering Skills,2,11
4,693,Hunting and Gathering Skills,2,10.5
4,693,Hunting and Gathering Skills,2,15
4,693,Hunting and Gathering Skills,2,12.5
4,693,Hunting and Gathering Skills,2,7.5
4,693,Language and Linguistics,2,10.25
4,693,Language and Linguistics,2,12
4,693,Language and Linguistics,2,11.5
4,693,Shamanism and Spiritual Practices,2,12.5
4,693,Shamanism and Spiritual Practices,2,14
4,693,Shamanism and Spiritual Practices,2,14
4,693,Shamanism and Spiritual Practices,2,14.75
4,693,Shamanism and Spiritual Practices,2,14
4,693,Shamanism and Spiritual Practices,2,14
4,693,Shamanism and Spiritual Practices,2,15.25
4,693,Social Organization and Governance,2,9
4,693,Social Organization and Governance,2,8.5
4,693,Social Organization and Governance,2,11
4,693,Tribal Lore and Traditions,2,9
4,693,Tribal Lore and Traditions,2,10.5
4,693,Tribal Lore and Traditions,2,9.5
4,693,Tribal Lore and Traditions,2,11.5
4,693,Tribal Lore and Traditions,2,11.5
4,693,Tribal Lore and Traditions,2,10
4,693,Tribal Lore and Traditions,2,9
4,693,Warfare and Diplomacy,2,5.5
4,693,Warfare and Diplomacy,2,13
4,693,Warfare and Diplomacy,2,8
4,693,Warfare and Diplomacy,2,10
4,693,Warfare and Diplomacy,2,9
4,693,Warfare and Diplomacy,2,1
4,693,Warfare and Diplomacy,2,10.5
4,753,Art and Symbolism,1,6.5
4,753,Art and Symbolism,1,9.5
4,753,Art and Symbolism,1,9
4,753,Art and Symbolism,1,8
4,753,Art and Symbolism,1,5.5
4,753,Art and Symbolism,1,10
4,753,Art and Symbolism,1,12
4,753,Art and Symbolism,1,7.5
4,753,Astronomy and Celestial Navigation,2,10
4,753,Astronomy and Celestial Navigation,2,12
4,753,Astronomy and Celestial Navigation,2,10.5
4,753,Astronomy and Celestial Navigation,2,12
4,753,Environmental Stewardship,1,9.25
4,753,Environmental Stewardship,1,5.75
4,753,Environmental Stewardship,1,7.5
4,753,Environmental Stewardship,1,10.5
4,753,Environmental Stewardship,1,6.5
4,753,Herbalism and Medicine,2,11
4,753,Herbalism and Medicine,2,12.5
4,753,Herbalism and Medicine,2,15
4,753,Herbalism and Medicine,2,13.5
4,753,Hunting and Gathering Skills,2,11
4,753,Hunting and Gathering Skills,2,13
4,753,Hunting and Gathering Skills,2,11
4,753,Hunting and Gathering Skills,2,9.5
4,753,Hunting and Gathering Skills,2,16.5
4,753,Hunting and Gathering Skills,2,15.5
4,753,Hunting and Gathering Skills,2,7.5
4,753,Hunting and Gathering Skills,2,11
4,753,Hunting and Gathering Skills,2,13
4,753,Hunting and Gathering Skills,2,11.5
4,753,Language and Linguistics,2,9.5
4,753,Language and Linguistics,2,9.25
4,753,Language and Linguistics,2,9.75
4,753,Shamanism and Spiritual Practices,2,14.75
4,753,Shamanism and Spiritual Practices,2,14.5
4,753,Shamanism and Spiritual Practices,2,13.75
4,753,Shamanism and Spiritual Practices,2,14.25
4,753,Shamanism and Spiritual Practices,2,13
4,753,Shamanism and Spiritual Practices,2,14.75
4,753,Social Organization and Governance,2,10.5
4,753,Social Organization and Governance,2,11
4,753,Social Organization and Governance,2,11
4,753,Social Organization and Governance,2,7
4,753,Tribal Lore and Traditions,2,9
4,753,Tribal Lore and Traditions,2,12
4,753,Tribal Lore and Traditions,2,12
4,753,Tribal Lore and Traditions,2,8
4,753,Tribal Lore and Traditions,2,10
4,753,Tribal Lore and Traditions,2,10
4,753,Tribal Lore and Traditions,2,12
4,753,Warfare and Diplomacy,2,8
4,753,Warfare and Diplomacy,2,5.5
4,753,Warfare and Diplomacy,2,4
4,753,Warfare and Diplomacy,2,11
4,753,Warfare and Diplomacy,2,8
4,753,Warfare and Diplomacy,2,11
4,753,Warfare and Diplomacy,2,6
4,753,Warfare and Diplomacy,2,7.5
4,762,Art and Symbolism,1,5.5
4,762,Art and Symbolism,1,10
4,762,Art and Symbolism,1,4.5
4,762,Art and Symbolism,1,6.5
4,762,Art and Symbolism,1,8
4,762,Art and Symbolism,1,4
4,762,Art and Symbolism,1,4
4,762,Art and Symbolism,1,7.5
4,762,Astronomy and Celestial Navigation,2,9.5
4,762,Astronomy and Celestial Navigation,2,7
4,762,Astronomy and Celestial Navigation,2,13
4,762,Astronomy and Celestial Navigation,2,9.5
4,762,Environmental Stewardship,1,7.75
4,762,Environmental Stewardship,1,6.75
4,762,Environmental Stewardship,1,11.25
4,762,Environmental Stewardship,1,4.75
4,762,Environmental Stewardship,1,7.75
4,762,Herbalism and Medicine,2,15
4,762,Herbalism and Medicine,2,14.5
4,762,Herbalism and Medicine,2,13.5
4,762,Herbalism and Medicine,2,12
4,762,Hunting and Gathering Skills,2,15.5
4,762,Hunting and Gathering Skills,2,7.5
4,762,Hunting and Gathering Skills,2,12.5
4,762,Hunting and Gathering Skills,2,14.5
4,762,Hunting and Gathering Skills,2,16.5
4,762,Hunting and Gathering Skills,2,7.5
4,762,Hunting and Gathering Skills,2,10
4,762,Hunting and Gathering Skills,2,15
4,762,Hunting and Gathering Skills,2,12.5
4,762,Hunting and Gathering Skills,2,13.5
4,762,Language and Linguistics,2,10.75
4,762,Language and Linguistics,2,8.75
4,762,Language and Linguistics,2,9
4,762,Shamanism and Spiritual Practices,2,15
4,762,Shamanism and Spiritual Practices,2,14.75
4,762,Shamanism and Spiritual Practices,2,13.25
4,762,Shamanism and Spiritual Practices,2,15.5
4,762,Shamanism and Spiritual Practices,2,13.5
4,762,Shamanism and Spiritual Practices,2,13.5
4,762,Shamanism and Spiritual Practices,2,15
4,762,Social Organization and Governance,2,7.5
4,762,Social Organization and Governance,2,6.5
4,762,Social Organization and Governance,2,12.5
4,762,Social Organization and Governance,2,16.5
4,762,Tribal Lore and Traditions,2,10.5
4,762,Tribal Lore and Traditions,2,13
4,762,Tribal Lore and Traditions,2,8.5
4,762,Tribal Lore and Traditions,2,11
4,762,Tribal Lore and Traditions,2,10
4,762,Tribal Lore and Traditions,2,11
4,762,Warfare and Diplomacy,2,16
4,762,Warfare and Diplomacy,2,3.5
4,762,Warfare and Diplomacy,2,7
4,762,Warfare and Diplomacy,2,9.5
4,762,Warfare and Diplomacy,2,7.5
4,762,Warfare and Diplomacy,2,8
4,762,Warfare and Diplomacy,2,12.5
4,762,Warfare and Diplomacy,2,11.5
4,811,Art and Symbolism,1,4.5
4,811,Art and Symbolism,1,8.5
4,811,Art and Symbolism,1,8.5
4,811,Art and Symbolism,1,7
4,811,Art and Symbolism,1,9
4,811,Art and Symbolism,1,5
4,811,Art and Symbolism,1,10
4,811,Art and Symbolism,1,5.5
4,811,Astronomy and Celestial Navigation,2,12.5
4,811,Astronomy and Celestial Navigation,2,10.5
4,811,Astronomy and Celestial Navigation,2,11.5
4,811,Astronomy and Celestial Navigation,2,9.5
4,811,Environmental Stewardship,1,5.5
4,811,Environmental Stewardship,1,8.75
4,811,Environmental Stewardship,1,4.25
4,811,Environmental Stewardship,1,7.25
4,811,Herbalism and Medicine,2,11
4,811,Herbalism and Medicine,2,12
4,811,Herbalism and Medicine,2,12.5
4,811,Herbalism and Medicine,2,12.5
4,811,Hunting and Gathering Skills,2,13
4,811,Hunting and Gathering Skills,2,11.5
4,811,Hunting and Gathering Skills,2,10
4,811,Hunting and Gathering Skills,2,8.5
4,811,Hunting and Gathering Skills,2,12.5
4,811,Hunting and Gathering Skills,2,14.5
4,811,Hunting and Gathering Skills,2,13.5
4,811,Hunting and Gathering Skills,2,7.5
4,811,Hunting and Gathering Skills,2,10
4,811,Hunting and Gathering Skills,2,10
4,811,Language and Linguistics,2,9.25
4,811,Shamanism and Spiritual Practices,2,16.25
4,811,Shamanism and Spiritual Practices,2,15.75
4,811,Shamanism and Spiritual Practices,2,13.75
4,811,Shamanism and Spiritual Practices,2,13.75
4,811,Shamanism and Spiritual Practices,2,16
4,811,Shamanism and Spiritual Practices,2,14.75
4,811,Shamanism and Spiritual Practices,2,13.75
4,811,Social Organization and Governance,2,12.5
4,811,Social Organization and Governance,2,11
4,811,Social Organization and Governance,2,11.5
4,811,Social Organization and Governance,2,14.5
4,811,Tribal Lore and Traditions,2,12.5
4,811,Tribal Lore and Traditions,2,7
4,811,Tribal Lore and Traditions,2,10
4,811,Tribal Lore and Traditions,2,9.5
4,811,Tribal Lore and Traditions,2,7.5
4,811,Tribal Lore and Traditions,2,10
4,811,Tribal Lore and Traditions,2,9
4,811,Warfare and Diplomacy,2,12.5
4,811,Warfare and Diplomacy,2,5.5
4,811,Warfare and Diplomacy,2,6.5
4,811,Warfare and Diplomacy,2,11.5
4,811,Warfare and Diplomacy,2,5.5
4,811,Warfare and Diplomacy,2,3
4,811,Warfare and Diplomacy,2,13
4,811,Warfare and Diplomacy,2,8.5
4,832,Art and Symbolism,1,5.5
4,832,Art and Symbolism,1,5.5
4,832,Art and Symbolism,1,9
4,832,Art and Symbolism,1,7.5
4,832,Art and Symbolism,1,11.5
4,832,Art and Symbolism,1,4
4,832,Art and Symbolism,1,6.5
4,832,Art and Symbolism,1,3
4,832,Astronomy and Celestial Navigation,2,11.5
4,832,Astronomy and Celestial Navigation,2,10.5
4,832,Astronomy and Celestial Navigation,2,9.5
4,832,Astronomy and Celestial Navigation,2,8.5
4,832,Environmental Stewardship,1,7.5
4,832,Environmental Stewardship,1,7.25
4,832,Environmental Stewardship,1,8
4,832,Environmental Stewardship,1,9
4,832,Herbalism and Medicine,2,14
4,832,Herbalism and Medicine,2,11
4,832,Herbalism and Medicine,2,11.5
4,832,Herbalism and Medicine,2,13.5
4,832,Hunting and Gathering Skills,2,9.5
4,832,Hunting and Gathering Skills,2,9
4,832,Hunting and Gathering Skills,2,13
4,832,Hunting and Gathering Skills,2,17
4,832,Hunting and Gathering Skills,2,11.5
4,832,Hunting and Gathering Skills,2,12.5
4,832,Hunting and Gathering Skills,2,9
4,832,Hunting and Gathering Skills,2,15.5
4,832,Hunting and Gathering Skills,2,12
4,832,Hunting and Gathering Skills,2,11.5
4,832,Language and Linguistics,2,10.75
4,832,Language and Linguistics,2,9.25
4,832,Language and Linguistics,2,10.5
4,832,Shamanism and Spiritual Practices,2,16.75
4,832,Shamanism and Spiritual Practices,2,13
4,832,Shamanism and Spiritual Practices,2,15.25
4,832,Shamanism and Spiritual Practices,2,13.75
4,832,Shamanism and Spiritual Practices,2,12.25
4,832,Shamanism and Spiritual Practices,2,12.75
4,832,Shamanism and Spiritual Practices,2,13.25
4,832,Social Organization and Governance,2,6.5
4,832,Social Organization and Governance,2,3.5
4,832,Social Organization and Governance,2,12.5
4,832,Social Organization and Governance,2,6.5
4,832,Tribal Lore and Traditions,2,8.5
4,832,Tribal Lore and Traditions,2,9.5
4,832,Tribal Lore and Traditions,2,9.5
4,832,Tribal Lore and Traditions,2,9
4,832,Tribal Lore and Traditions,2,11
4,832,Tribal Lore and Traditions,2,10.5
4,832,Tribal Lore and Traditions,2,12.5
4,832,Warfare and Diplomacy,2,7
4,832,Warfare and Diplomacy,2,11.5
4,832,Warfare and Diplomacy,2,5
4,832,Warfare and Diplomacy,2,8
4,832,Warfare and Diplomacy,2,7
4,832,Warfare and Diplomacy,2,6.5
4,832,Warfare and Diplomacy,2,11
4,832,Warfare and Diplomacy,2,11.5
4,837,Art and Symbolism,1,10.5
4,837,Art and Symbolism,1,14
4,837,Art and Symbolism,1,9.5
4,837,Art and Symbolism,1,8
4,837,Art and Symbolism,1,12
4,837,Art and Symbolism,1,9
4,837,Art and Symbolism,1,7
4,837,Art and Symbolism,1,7
4,837,Astronomy and Celestial Navigation,2,9.5
4,837,Astronomy and Celestial Navigation,2,10.5
4,837,Astronomy and Celestial Navigation,2,9.5
4,837,Astronomy and Celestial Navigation,2,10
4,837,Environmental Stewardship,1,12.75
4,837,Environmental Stewardship,1,5.75
4,837,Environmental Stewardship,1,5.5
4,837,Environmental Stewardship,1,4.5
4,837,Environmental Stewardship,1,1.75
4,837,Herbalism and Medicine,2,15.5
4,837,Herbalism and Medicine,2,13.5
4,837,Herbalism and Medicine,2,13
4,837,Herbalism and Medicine,2,14.5
4,837,Hunting and Gathering Skills,2,8.5
4,837,Hunting and Gathering Skills,2,8.5
4,837,Hunting and Gathering Skills,2,12
4,837,Hunting and Gathering Skills,2,15
4,837,Hunting and Gathering Skills,2,12
4,837,Hunting and Gathering Skills,2,16.5
4,837,Hunting and Gathering Skills,2,13.5
4,837,Hunting and Gathering Skills,2,10
4,837,Hunting and Gathering Skills,2,14.5
4,837,Hunting and Gathering Skills,2,11
4,837,Language and Linguistics,2,6.75
4,837,Language and Linguistics,2,12
4,837,Language and Linguistics,2,10.75
4,837,Shamanism and Spiritual Practices,2,14
4,837,Shamanism and Spiritual Practices,2,14
4,837,Shamanism and Spiritual Practices,2,16
4,837,Shamanism and Spiritual Practices,2,15.25
4,837,Shamanism and Spiritual Practices,2,13.5
4,837,Shamanism and Spiritual Practices,2,14.5
4,837,Shamanism and Spiritual Practices,2,11.5
4,837,Social Organization and Governance,2,15
4,837,Social Organization and Governance,2,9.5
4,837,Social Organization and Governance,2,10
4,837,Social Organization and Governance,2,2
4,837,Tribal Lore and Traditions,2,11
4,837,Tribal Lore and Traditions,2,9.5
4,837,Tribal Lore and Traditions,2,10
4,837,Tribal Lore and Traditions,2,11
4,837,Tribal Lore and Traditions,2,10.5
4,837,Tribal Lore and Traditions,2,10.5
4,837,Tribal Lore and Traditions,2,10.5
4,837,Warfare and Diplomacy,2,10
4,837,Warfare and Diplomacy,2,4
4,837,Warfare and Diplomacy,2,10
4,837,Warfare and Diplomacy,2,3.5
4,837,Warfare and Diplomacy,2,8
4,837,Warfare and Diplomacy,2,7.5
4,837,Warfare and Diplomacy,2,10
4,837,Warfare and Diplomacy,2,8
4,856,Art and Symbolism,1,6
4,856,Art and Symbolism,1,7
4,856,Art and Symbolism,1,11.5
4,856,Art and Symbolism,1,4.5
4,856,Art and Symbolism,1,10.5
4,856,Art and Symbolism,1,13.5
4,856,Art and Symbolism,1,8
4,856,Art and Symbolism,1,7.5
4,856,Astronomy and Celestial Navigation,2,8.5
4,856,Astronomy and Celestial Navigation,2,11.5
4,856,Astronomy and Celestial Navigation,2,9
4,856,Astronomy and Celestial Navigation,2,10.5
4,856,Environmental Stewardship,1,4
4,856,Environmental Stewardship,1,8.75
4,856,Environmental Stewardship,1,3.75
4,856,Environmental Stewardship,1,8.5
4,856,Environmental Stewardship,1,3.25
4,856,Herbalism and Medicine,2,14
4,856,Herbalism and Medicine,2,12.5
4,856,Herbalism and Medicine,2,13.5
4,856,Herbalism and Medicine,2,14
4,856,Hunting and Gathering Skills,2,10.5
4,856,Hunting and Gathering Skills,2,11
4,856,Hunting and Gathering Skills,2,15
4,856,Hunting and Gathering Skills,2,9.5
4,856,Hunting and Gathering Skills,2,15
4,856,Hunting and Gathering Skills,2,15.5
4,856,Hunting and Gathering Skills,2,8
4,856,Hunting and Gathering Skills,2,10
4,856,Hunting and Gathering Skills,2,12
4,856,Language and Linguistics,2,10
4,856,Language and Linguistics,2,9.5
4,856,Shamanism and Spiritual Practices,2,15.75
4,856,Shamanism and Spiritual Practices,2,14.75
4,856,Shamanism and Spiritual Practices,2,13.25
4,856,Shamanism and Spiritual Practices,2,12.5
4,856,Shamanism and Spiritual Practices,2,15.75
4,856,Shamanism and Spiritual Practices,2,13.5
4,856,Shamanism and Spiritual Practices,2,14
4,856,Social Organization and Governance,2,10.5
4,856,Social Organization and Governance,2,15
4,856,Social Organization and Governance,2,13
4,856,Social Organization and Governance,2,15.5
4,856,Tribal Lore and Traditions,2,11.5
4,856,Tribal Lore and Traditions,2,9
4,856,Tribal Lore and Traditions,2,9.5
4,856,Tribal Lore and Traditions,2,8.5
4,856,Tribal Lore and Traditions,2,11.5
4,856,Tribal Lore and Traditions,2,9
4,856,Warfare and Diplomacy,2,10.5
4,856,Warfare and Diplomacy,2,7
4,856,Warfare and Diplomacy,2,12
4,856,Warfare and Diplomacy,2,7.5
4,856,Warfare and Diplomacy,2,10
4,856,Warfare and Diplomacy,2,11.5
4,856,Warfare and Diplomacy,2,4
4,856,Warfare and Diplomacy,2,6
5,11,Art and Symbolism,1,7
